title,genre,release_date,cast,directors,genres,movie_tone,plot
Kangan,Romance,1939-01-01,"['Saradindu Bandopadhyay', 'Gajendra Kumar Mitra', 'S. Mukherjee']",['Franz Osten'],['Romance'],"['neutral', 'uplifting', 'heartwarming']","Sunil lives a middle-classed lifestyle in a village in India along with his widowed mom, Janki. He is studying Medicine in the city, is in love with his childhood sweetheart, Shanta, and everyone expects them to get married soon. However, Janki does not approve of Shanta, finds her uncouth and illiterate, and instead approves of Shobha and arranges Sunil's marriage with her. Shanta's mom, Parvati, falls seriously ill so much so that Sunil returns home, promises to wed her daughter, and she passes away. Sunil returns to the city to continue and finish his studies. After sometime he becomes a fully qualified doctor and returns to the village to open his own dispensary. It is here that he will learn that Shanta is now married to the wealthiest man in the village, Lakshmipati, who is not only a widower, father of a deceased child, but also much older than Shanta. Watch what happens when an embittered Sunil confronts Shanta to find out why she betrayed him and their promise to her late mom."
Life's for Living: Aadmi,Drama,1939-01-01,"['Munshi Aziz', 'A. Bhaskarrao', 'Anant Kanekar']",['Shantaram Rajaram Vankudre'],['Drama'],"['serious', 'neutral', 'uplifting']","A love tragedy featuring a policeman, Moti (Modak) and a prostitute, Kesar (Hublikar)."
Durga,Drama,1939-01-06,"['Saradindu Bandopadhyay', 'Narottam Vyas']",['Franz Osten'],['Drama'],"['neutral', 'serious', 'emotional']","Rural melodrama about Durga, an adolescent child of nature, living with her aged mother Heera. Unable to get the medicine required to prevent her mother's death, one misfortune after another befalls the heroine in spite of the sympathies of the newly arrived village doctor, Jawahar."
Durga,Drama,1939-01-06,"['Saradindu Bandopadhyay', 'Narottam Vyas']",['Franz Osten'],['Drama'],"['neutral', 'serious', 'emotional']","Durga is a movie directed by Abhishek Roy Sanyal featuring Raghuvir Yadav, Sharvari Manoj Kashid."
Prem Nagar,Romance,1940-01-01,['Gulzar'],['Mohan Dayaram Bhavnani'],['Romance'],"['neutral', 'uplifting', 'heartwarming']","Prem Nagar is a small, happy and contented village somewhere in India. A tiny spark of anger flared up a misunderstanding, a quarrel, jealousy, and greed: So grew envy. This envy burst out into a flame and the flame nearly destroyed the whole village."
Prem Nagar,Romance,1940-01-01,['Gulzar'],['Mohan Dayaram Bhavnani'],['Romance'],"['neutral', 'uplifting', 'heartwarming']","Karan hires Lata as his secretary and asks her to move to one of his cottages with her family. However, things take a turn when she is accused of stealing a valuable necklace."
Ek Hi Bhool,"Horror, Mystery",1940-01-01,['Meena Kumari'],['Vijay Bhatt'],"['Horror', 'Mystery']","['scary', 'tense', 'dark']",A man is executed for a crime he did not commit. Is his ghost seeking revenge?
Ek Hi Bhool,"Horror, Mystery",1940-01-01,['Meena Kumari'],['Vijay Bhatt'],"['Horror', 'Mystery']","['scary', 'tense', 'dark']","Sadhana (Rekha) and Ramkumar (Jeetendra) are a married couple. Their marriage gets into troubled waters when Sadhana starts to suspect that Ramkumar is having an affair. Sadhana does not handle the matter properly, and drives him away from her. Her family attempt to talk to her and try to patch things up for the couple, but Sadhana is relentless. What will bring the couple to come together and attempt to re-build their marriage?"
Anarbala,Horror,1940-01-01,['Munshi Nayab'],['A.M. Khan'],['Horror'],"['dark', 'neutral', 'intense']","A lighting fast horse, a pair of magic sandals, and a mystical stick aid an adventurous young lady (Zebunissa)."
Anarbala,Horror,1940-01-01,['Munshi Nayab'],['A.M. Khan'],['Horror'],"['dark', 'neutral', 'intense']","Agya Betal (Syed Jan), the demonic ruler of Maldweep, kidnaps Anarbala (Shanta Kashmiri), the daughter of Maharaja Madan Singh (Abdul Rahim Pahelwan), and keeps her hidden away in a magic city where monsters worship the goddess Narka Kumari while sacrificing devotees of the god Vishnu."
Anarbala,Horror,1940-01-01,['Munshi Nayab'],['A.M. Khan'],['Horror'],"['dark', 'neutral', 'intense']",Indian horror movie from 1961.
Diamond Queen,Adventure,1940-01-02,"['J.B.H. Wadia', 'Munshi Sham']",['Homi Wadia'],['Adventure'],['neutral'],Directed by Homi Wadia.
Aurat,Drama,1940-01-02,"['Babubhai A. Mehta', 'Wajahat Mirza']",['Mehboob Khan'],['Drama'],"['neutral', 'serious', 'emotional']","Radha is a resolute mother, who strives hard against poverty and a lecherous money lender to feed her two sons who grew up with contrasting temperament."
Aurat,Drama,1940-01-02,"['Babubhai A. Mehta', 'Wajahat Mirza']",['Mehboob Khan'],['Drama'],"['neutral', 'serious', 'emotional']",A re-working of the Biblical tale of Samson and Delilah.
Aurat,Drama,1940-01-02,"['Babubhai A. Mehta', 'Wajahat Mirza']",['Mehboob Khan'],['Drama'],"['neutral', 'serious', 'emotional']",A woman responsible for her mother and 7 siblings faces challenges after marrying a widower with 6 children.
Azad,Drama,1940-01-15,"['Saradindu Bandopadhyay', 'J.S. Casshyap']",['N.R. Acharya'],['Drama'],"['neutral', 'serious', 'emotional']","The story centres on three college friends: the liberal Vijay, the conservative Loknath and Jagdish."
Acchut,"Drama, History",1940-04-05,['Chandulal Shah'],['Chandulal Shah'],"['Drama', 'History']","['neutral', 'serious', 'emotional']","Achhut (The Untouchable) is a 1940 social Indian Hindi film based on untouchability. It was the third highest grossing Indian film of 1940. The film was made to ""promote Gandhi's movement against untouchability""."
Zindagi,Drama,1940-07-11,"['Javed Hussain', 'Kidar Nath Sharma']",['P.C. Barua'],['Drama'],"['serious', 'neutral', 'uplifting']",The story of an unemployed graduate who falls in love with a woman who ran away from her cruel husband.
Zindagi,Drama,1940-07-11,"['Javed Hussain', 'Kidar Nath Sharma']",['P.C. Barua'],['Drama'],"['serious', 'neutral', 'uplifting']",Beena falls in love with Rajan after he rescues her from some goons. Soon they marry and she is pregnant. The trouble starts when Beena spends the night with Gopal. What compels her to do this?
Zindagi,Drama,1940-07-11,"['Javed Hussain', 'Kidar Nath Sharma']",['P.C. Barua'],['Drama'],"['serious', 'neutral', 'uplifting']",An elderly couple retires without a penny and becomes dependent on their shockingly neglectful sons.
Bandhan,"Drama, Family",1940-08-10,"['J.S. Casshyap', 'Amiya Chakrabarty', 'Gyan Mukherjee']",['N.R. Acharya'],"['Drama', 'Family']","['neutral', 'serious', 'emotional']","Bandhan is a 1940 Indian Bollywood film directed by N.R. Acharya. It stars Leela Chitnis, Ashok Kumar and Suresh. It was the second highest grossing Indian film of 1940. It was produced by Bombay Talkies."
Bandhan,"Drama, Family",1940-08-10,"['J.S. Casshyap', 'Amiya Chakrabarty', 'Gyan Mukherjee']",['N.R. Acharya'],"['Drama', 'Family']","['neutral', 'serious', 'emotional']","Jeevanlal lives in a small village in India with his wife, Sita, a son, Dharmchand and daughter, Meena, and makes a living by stealing which causes great distress to his family."
Bandhan,"Drama, Family",1940-08-10,"['J.S. Casshyap', 'Amiya Chakrabarty', 'Gyan Mukherjee']",['N.R. Acharya'],"['Drama', 'Family']","['neutral', 'serious', 'emotional']","Unable to bear a child, Pooja is asked to compromise with her husband's new mistress or leave the house. Pooja's brother, Raju decides to fight for his sister and reunite her with her husband."
Alibaba,Fantasy,1940-11-22,"['Surendra', 'Ghulam Mohammed', 'Wahidan']",['Mehboob Khan'],['Fantasy'],"['neutral', 'uplifting']","Alibaba and his son live with his rich brother Cassim. Marjina and Zabba are two slave girls who work in Cassim's house. Marjina and Alibaba's son are in love with each other. Zabba is in league with Abu Hassan, who is the leader of a gang of thieves. Alibaba finds the thieves' cave and becomes rich. Cassim's wife insists on knowing the secret of his wealth. Alibaba tells his brother who goes to the cave but can't get out as he's forgotten the magic words. The thieves find him and kill him. Alibaba and his son find Cassim and bring his body back for burial. Abu Hassan finds out about Alibaba, and the story then follows Marjina outsmarting Abu Hassan, who comes visiting as a merchant."
Alibaba,Fantasy,1940-11-22,"['Surendra', 'Ghulam Mohammed', 'Wahidan']",['Mehboob Khan'],['Fantasy'],"['neutral', 'uplifting']","Directed by Mohammed Hussain. With Helen, Satish Kaul, Dev Kumar, Rajendra Nath"
Alibaba,Fantasy,1940-11-22,"['Surendra', 'Ghulam Mohammed', 'Wahidan']",['Mehboob Khan'],['Fantasy'],"['neutral', 'uplifting']","A woodcutter learns the magic words to enter a cave where 40 thieves conceal their booty, but his greedy brother wants the treasure for himself."
Nartaki,"Drama, Music, Romance",1940-12-24,"['Debaki Kumar Bose', 'A.H. Shore']",['Debaki Kumar Bose'],"['Drama', 'Music', 'Romance']","['serious', 'neutral', 'heartwarming']","Roop Kumari (Leela Desai) a famous court dancer is forbidden entry into a temple monastery run by a strict disciplinarian Priest. The cast listed here is for the Hindi version, there is also a Bengali version with a different cast, but same director and release year."
Jhoola,Drama,1941-01-01,"['Shaheed Latif', 'Gyan Mukherjee', 'P.L. Santoshi']",['Gyan Mukherjee'],['Drama'],"['neutral', 'serious', 'emotional']",Hindi film from 1941
Jhoola,Drama,1941-01-01,"['Shaheed Latif', 'Gyan Mukherjee', 'P.L. Santoshi']",['Gyan Mukherjee'],['Drama'],"['neutral', 'serious', 'emotional']","Dr. Arun lives with his brother, Madhu; dad Judge Ramkrishan; and mom Kamla in a palatial house. He decides to help the poor and the needy and in order to do this he re-locates to a small town, where he meets with a young nurse named Sumati and both fall in love with each other. Sumati lives with her mom, Laxmi, and has no father. When Kamla starts looking for a prospective bride for Arun, he informs her that he has given his heart to Sumati. Ramkrishan sends for Laxmi, who gladly accepts the invitation. After her meeting, Arun inquires about the results with his mom and dad, and is told to forget about Sumati and marry someone else. When Arun asks for a reason behind their refusal, they refuse to divulge any information. The question remains, why did his parents turn down Sumati's mom, and what exactly happened during that meeting with her?"
Chitralekha,"Drama, History, Musical, Romance",1941-01-01,['Sibtain Fazli'],['Kidar Nath Sharma'],"['Drama', 'History', 'Musical', 'Romance']","['serious', 'neutral', 'heartwarming']","Chitralekha is a 1941 Indian Hindi-language film, directed by Kidar Sharma and based on the 1934 Hindi novel of the same name by Bhagwati Charan Verma."
Padosi,Drama,1941-01-01,"['Vishram Bedekar', 'Pandit Sudershan']",['Shantaram Rajaram Vankudre'],['Drama'],"['neutral', 'serious', 'emotional']","Hindi version of the film starring Mazhar Khan, Gajanan Jagirdar and Anees Khatoon. In a small village in India, the villagers of different communities live in harmony. But when an industrialist, arrives to construct a dam, he sows distrust and disunity between the Muslim and Hindi communities."
Ummeed,"Comedy, Drama",1941-01-01,"['Ishwarlal', 'Prabha', 'Noor Jehan']",['Manibhai Vyas'],"['Comedy', 'Drama']","['serious', 'neutral', 'lighthearted']",Indian classic directed by Manibhai Vyas
Khazanchi,Mystery,1941-01-02,['Dalsukh M. Pancholi'],['Moti B. Gidwani'],['Mystery'],['neutral'],"A cashier faces false allegations for killing an actress, so he needs to prove his innocence."
Khazanchi,Mystery,1941-01-02,['Dalsukh M. Pancholi'],['Moti B. Gidwani'],['Mystery'],['neutral'],"Harish lives happily with his sister Geeta and his father Radhe Mohan. Radhe Mohan is the titular ""khazanchi"" (treasurer) at the Northern India Bank. Harish and Usha fall in love with each other. However, they face obstacles in their love life due to Usha's stepmother and Harish's father's death."
Sikandar,"War, Drama, History",1941-02-19,['Sudarshan'],['Sohrab Modi'],"['War', 'Drama', 'History']","['neutral', 'serious', 'emotional']","The film begins after Alexander the Great (Sikander in Hindi/Urdu) conquers Persia and the Kabul valley and approaches the Indian border at Jhelum. Sohrab Modi plays the Indian king Puru (Porus to the Greeks).  The story goes that when Sikander defeated Porus and imprisoned him, he asked Porus how would he like to be treated. Porus replied the same way a defeated king is treated by the winner (meaning killed)."
Sikandar,"War, Drama, History",1941-02-19,['Sudarshan'],['Sohrab Modi'],"['War', 'Drama', 'History']","['neutral', 'serious', 'emotional']","14-year-old Sikandar Raza has been living with his uncle and aunt in Kashmir, ever since his parents were killed by militants 10 years ago. The young boy, who dreams of a better life for his family by realizing his football talent, is a bit of a loner at school and an easy target for the school bullies. One day on his way home from a school football match, Sikandar finds a pistol lying on the path. Despite being warned against it by his new friend Nasreen, Sikandar picks up the pistol believing it to be the answer to his problems."
Bahen,Drama,1941-08-06,"['Babubhai A. Mehta', 'Wajahat Mirza', 'Zia Sarhadi']",['Mehboob Khan'],['Drama'],"['serious', 'neutral', 'uplifting']","Having saved his little sister Bina (Baby Meena Kumari) from the floods, Amar (Sheikh Mukhtar) becomes increasingly possessive about her over the years. Amar falls in love twice but forgoes marriage so he can look after the growing Bina. Bina (Nalini Jaywant), now a grown up young girl falls in love with the social activist Rajendra (Harish). However, Amar can not bear to lose Bina and so he plans her marriage to the thief Moti Kanhaiyalal, with the idea that he'll get her divorced after some time and then Bina would stay with him always. After several incidents that end up uniting Rajendra and Bina, Amar gets some happiness when a daughter is born to Bina."
